자치구,대여소명,기준년월,대여건수,반납건수
성북구,1316. 고려사대부속중고 건너편 ,202301,132,110
성북구,1318. 길음역 3번출구 뒤,202301,594,582
성북구,1319. 종암사거리 분수대,202301,558,560
성북구,1321. 국민은행 종암동지점 앞,202301,919,967
성북구,1322. 래미안라센트아파트 103동 앞,202301,542,594
성북구,1323. 월곡역 입구 육교 밑,202301,162,184
성북구,1325. 상월곡역 4번출구,202301,254,154
성북구,1326. 상월곡역 1번출구,202301,383,341
성북구,1327. 상월곡역 3번출구,202301,625,640
성북구,1328. 월곡역 3번출구,202301,1166,1167
성북구,1332. 석계역 5번출구 건너편,202301,854,963
성북구,1333. 석관초등학교 앞,202301,639,698
성북구,1334. 석관동주민센터 앞,202301,446,453
성북구,1336. 성북3교 위,202301,632,572
성북구,1337. 돈암성당 옆,202301,762,851
성북구,1338. 용문2교 옆,202301,716,762
성북구,1339. 삼성전자서비스 성북센터,202301,520,582
성북구,1340. 광운초등학교 앞,202301,351,340
성북구,1342. 성북쉼터 앞,202301,94,38
성북구,1343. 한성대7번출구 앞,202301,293,243
성북구,1344. 아리랑시네센터 앞,202301,380,111
성북구,1346. 길음8골어린이공원 옆,202301,236,219
성북구,1347. 길음래미안아파트817동 상가 앞,202301,176,164
성북구,1348. 성북제일새마을금고 본점 앞,202301,204,216
성북구,1349. 월계2교 버스정류장 앞,202301,317,332
성북구,1351. 안암2교 옆,202301,960,1046
성북구,1352. e 편한세상 보문아파트 내,202301,99,29
성북구,1353. 금호어울림센터힐 내,202301,175,182
성북구,1354. 고려대학교 2번출구,202301,638,790
성북구,1355. 보문2교,202301,893,976
성북구,1357. 북한산보국문역,202301,122,106
성북구,1358. 정릉도서관 앞,202301,329,346
성북구,1359. 장위뉴타운 꿈에 숲 코오롱 하늘채 앞,202301,454,466
성북구,1360. 정릉역,202301,309,339
성북구,1361. 홍익중고 입구,202301,456,300
성북구,1362. 보문역6번출구 앞,202301,588,644
성북구,1363. 보문4교 인근,202301,1020,1084
성북구,1364. 성북동 치안센터 앞,202301,439,391
성북구,1365. 선잠단지 앞,202301,135,107
성북구,1366. 일신초등학교 옆,202301,85,78
성북구,1367. 길음문화복합미디어센터,202301,286,274
성북구,1368. 성신여대입구 교차로,202301,375,404
성북구,1370. 복자사랑 피정의 집,202301,224,81
성북구,1372. KEB은행 고대점,202301,435,314
성북구,1373. 성북구보건소 건너편,202301,324,357
성북구,1375. 생명의 전화 종합복지관 앞 교차로,202301,529,498
성북구,1376. 한국과학기술연구원 중문,202301,86,87
성북구,1377. 한국과학기술연구원 북문,202301,80,73
성북구,1379.길음뉴타운푸르지오아파트 3단지,202301,45,3
성북구,1380.월곡역 5번출구 앞,202301,650,711
성북구,1381.석계역 4번출구 뒤,202301,789,703
성북구,1382.래미안월곡아파트 입구,202301,496,492
성북구,1384.성신여대입구역 5번출구,202301,581,695
성북구,1385.성신여대입구역 3번출구 앞,202301,520,643
성북구,1386.동선고가차도 초입,202301,219,219
성북구,1388. 돈암초교입구 버스정류장(한성대입구역 방면),202301,283,259
성북구,1390.석관래미안아트리치,202301,676,793
성북구,1391.성북청소년센터,202301,256,254
성북구,1392.돈암삼성풍림아파트,202301,123,22
성북구,1393.돈암육교 하단,202301,198,64
성북구,1394.길음뉴타운 래미안9단지,202301,351,361
성북구,1395.래미안장위포레카운티(102동),202301,291,326
성북구,1396.래미안장위퍼스트하이(513동),202301,647,659
성북구,4406. 장곡초등학교 앞,202301,320,307
성북구,4408. 돌곶이역 앞,202301,794,995
성북구,4411. 동산어린이공원 앞,202301,423,446
성북구,4414. 안암역 3번 출구,202301,357,316
성북구,4415. 미아초교버스승강장,202301,22,22
성북구,4417. 성북청소년문화의집,202301,58,23
성북구,4418. 종암동 동덕여대 제2생활관 앞,202301,746,828
성북구,4419. 성북구 한예종 캠퍼스 본관,202301,147,111
성북구,4420. 성북구 한예종 캠퍼스 별관,202301,160,209
성북구,4421. 롯데캐슬클라시아 입구 앞,202301,103,98
성북구,4423.현대백화점 미아점,202301,181,206
송파구,1201. 가락시장역 3번 출구,202301,1184,1340
송파구,1203. 밀리아나2빌딩 앞,202301,950,1107
송파구,1204. 거여역 3번출구,202301,850,864
송파구,1205. 종합운동장역 4번출구,202301,556,390
송파구,1206. 9호선종합운동장역 9번출구,202301,701,715
송파구,1207. 마천중앙시장,202301,321,318
송파구,1208. 풍납현대아파트쉼터,202301,1256,1286
송파구,1209. 잠실나루역 (2번 출구 쪽),202301,1372,1375
송파구,1210. 롯데월드타워(잠실역2번출구 쪽),202301,3907,3870
송파구,1212. 송파역 2번 출구앞,202301,746,784
송파구,1213. 백토공원 앞,202301,186,166
송파구,1214. 오금역 7번 출구 인근,202301,558,543
송파구,1215. 올림픽공원역 1번출구 앞,202301,966,952
송파구,1217. 송파파인타운 7단지,202301,319,322
송파구,1218. 방이역 4번출구,202301,1207,1258
송파구,1220. 잠실근린공원,202301,1103,1153
송파구,1221. 삼전역 4번출구,202301,832,827
송파구,1222. 잠실새내역 5번 출구 뒤,202301,1596,1701
송파구,1224. 아시아지하보도 2번 출구,202301,584,675
송파구,1226. 잠실4동 주민센터 옆,202301,985,1020
송파구,1227. 거여역 8번출구 뒤,202301,784,792
송파구,1228. 마천사거리 ,202301,583,652
송파구,1229. 송파체육문화회관 앞,202301,644,649
송파구,1230. 송파중학교 정문,202301,320,243
송파구,1231. 잠실역 6번출구,202301,1093,1151
송파구,1232. 잠실주공 521동 건너편,202301,1301,1284
송파구,1233. 잠실3거리(갤러리아팰리스),202301,629,554
송파구,1235. 잠실트리지움310동 옆,202301,949,991
송파구,1239. 문정 법조단지3,202301,331,309
송파구,1240. 문정 법조단지4,202301,356,282
송파구,1241. 문정 법조단지5,202301,171,139
송파구,1242. 문정 법조단지6,202301,36,34
송파구,1243. 문정 법조단지7,202301,1134,1231
송파구,1244. 문정 법조단지8,202301,1136,1126
송파구,1245. 문정 법조단지9,202301,786,788
송파구,1246. 문정 법조단지10,202301,870,851
송파구,1247. 문정 법조단지11,202301,553,456
송파구,1248. 방이초등학교,202301,1296,1114
송파구,1249. 아주중학교건너편,202301,800,838
송파구,1250.문정2동 주민센터,202301,96,92
송파구,1251. 석촌역 2번출구,202301,1383,1374
송파구,1253. 오금역 3번 출구 뒤,202301,420,413
송파구,1256. 문정현대아파트 교차로,202301,371,369
송파구,1257. 가락시장역 사거리,202301,772,765
송파구,1258. 가락미륭아파트 앞,202301,201,183
송파구,1259. 방이역 1번출구,202301,788,814
송파구,1260. 방이동 한양3차아파트 옆,202301,722,718
송파구,1262. 송파여성문화회관 앞,202301,1324,1315
송파구,1263. 장지공영차고지,202301,169,192
송파구,1264. 천호역 10번 출구 앞,202301,1708,1687
송파구,1265. 문정동 근린공원,202301,548,563
송파구,1266. 문정동 글샘 공원,202301,355,322
송파구,1267. 올림픽공원 남2문 앞,202301,653,656
송파구,1268. 몽촌토성역 1번출구 옆,202301,597,607
송파구,1269. 리센츠아파트 ,202301,798,704
송파구,1271. 송파도서관,202301,365,353
송파구,1274. 영파여고 앞,202301,754,739
송파구,1275. 거여초등학교 옆,202301,302,329
송파구,1277. 성내6교,202301,527,594
송파구,1278. 송파구청 교차로,202301,1155,1276
송파구,1279. 마천금호어울림 1차아파트 건너편,202301,126,120
송파구,1280. 송파파크데일 2단지입구 앞 주차장,202301,306,273
송파구,1282. 송파소방서 맞은편(성내4교),202301,808,860
송파구,1283. 오금공원 사거리,202301,107,47
송파구,1285. 위례별 유치원 뒤,202301,207,207
송파구,1286. 위례중앙푸르지오 1단지 앞,202301,577,566
송파구,1287. 위례아이파크 101동 맞은편,202301,216,236
송파구,1288. 문정중교 사거리,202301,516,382
송파구,1289. 풍납토성 서성벽터B,202301,270,282
송파구,1290. 위례송파꿈에그린아파트24단지 앞 성벽 다리 밑,202301,172,167
송파구,1291. 서울체육고등학교 앞,202301,427,444
송파구,1293. 석촌호수 서호 사거리,202301,1565,1640
송파구,1295. 잠실역 8번출구,202301,1916,1904
송파구,1296. 석촌호수교차로 (송파나루근린공원 앞),202301,305,290
송파구,1297. 석촌호수교차로(동호 팔각정 앞),202301,1885,2028
송파구,1299. 송파소방서 (방이119안전센터),202301,336,321
송파구,1300. 오륜사거리,202301,337,337
송파구,2601. 석촌호수 아뜰리에,202301,1191,1196
송파구,2603. 송파 글마루 도서관,202301,394,343
송파구,2604. 풍납토성 서성벽터A,202301,534,587
송파구,2605. 복정역 1번 출구 앞,202301,619,612
송파구,2606. 위례동주민센터 맞은편 근린공원,202301,970,1017
송파구,2608. 송파구청,202301,2844,3122
송파구,2609. 보성중고등학교 후문 앞,202301,60,82
송파구,2611. 송파지역자활센터 뒤,202301,1581,1632
송파구,2612. 문정·가락 대여소 앞,202301,26,14
송파구,2613. 잠실나들목,202301,602,555
송파구,2614. 가락고등학교 앞,202301,204,161
송파구,2615. 테라타워2,202301,1321,1329
송파구,2616. 거여동 사거리,202301,221,220
송파구,2617. 가락삼환아파트 앞,202301,245,215
송파구,2618. 삼전역 1번출구,202301,814,803
송파구,2619. 석촌고분역 4번출구,202301,1028,1040
송파구,2620. 송파나루역 4번 출구옆,202301,2290,2813
송파구,2621. 한성백제역 2번 출구,202301,1042,1065
송파구,2622. 올림픽공원역 3번출구,202301,2168,2153
송파구,2623.석촌동 주민센터,202301,1373,1355
송파구,2625.가락종합 사회복지관,202301,202,175
송파구,"2626.경찰병원역 1,2번 출구 사이",202301,438,430
송파구,2627.문정시영아파트 5동 앞 공원,202301,415,263
송파구,2628.문정역 1번출구,202301,1177,1251
송파구,2630.서울방이동 고분군,202301,1183,1021
송파구,2631.배명고등학교,202301,314,348
송파구,2632.석촌고분역 2번 출구,202301,1360,1343
송파구,2633.송파학사 옆,202301,440,415
송파구,2634.위례포레샤인아파트 2318동,202301,348,379
송파구,2635.잠실새내역 1번출구,202301,1148,1052
송파구,2637. 아시아지하보도 14번 출구,202301,1001,1096
송파구,2639.석촌역 8번출구,202301,1716,1618
송파구,2641.송파역 4번출구,202301,1460,1652
송파구,2642.마천동 성내천 쉼터,202301,385,387
송파구,2643.풍납중학교 측면,202301,183,132
송파구,2644. 성내5교,202301,458,524
송파구,2645.잠실나들목2(엘스아파트136동),202301,285,270
송파구,2646.레이크펠리스101동앞,202301,1394,1422
송파구,2647.잠실 자전거 수리센터 앞,202301,1670,1663
송파구,2648.헬리오시티 112동 앞,202301,563,475
송파구,2649.오금공원사거리2,202301,199,138
송파구,2650.위례22단지 2208동 다리앞,202301,194,208
송파구,2651.경찰병원역 3번출구 앞,202301,697,700
송파구,2652.송파 레미니스1단지 102동 앞,202301,543,424
송파구,2653.올림픽공원사거리(선수촌아파트),202301,789,767
송파구,2654.올림픽선수촌아파트 136동 앞,202301,291,230
송파구,2655.송이공원,202301,403,235
송파구,2656.풍납동 아이파크 107동 앞,202301,631,634
송파구,2657.송파 파인타운 11단지 ,202301,366,352
송파구,2658.가락몰 업무동,202301,771,878
송파구,2659.서울친환경유통센터,202301,111,109
송파구,4452. 삼성SDS,202301,1273,1265
송파구,4453. 위례중앙푸르지오 201동 앞,202301,856,869
송파구,4454. 위례 포레샤인 1809동 부근,202301,212,74
송파구,4456. 위례포레샤인 2310동 부근,202301,274,309
송파구,4457. 아산병원 기숙사 부근,202301,1936,1944
송파구,4458. 가락2동주민센터 인근,202301,457,368
송파구,4460. 올림픽훼미리아파트 112동 앞,202301,519,559
송파구,4461. 한양3차아파트 3동 앞,202301,164,101
송파구,4462. 가락중학교 앞,202301,396,385
송파구,4463. 방이역 2번 출구,202301,374,381
송파구,4464. 올림픽공원 북2문,202301,712,730
송파구,4465. 건영아파트앞 사거리,202301,924,937
송파구,4467. 한림연예예술고등학교,202301,368,295
송파구,4468. 가락1동주민센터 ,202301,583,525
송파구,4469. 거여동 어울림아파트  102동앞,202301,356,309
송파구,4472. 송파파크데일 1단지 115동 건너편,202301,200,165
송파구,4473. 마천금호어울림 1차 102동앞,202301,116,112
송파구,4474. 가락현대 1차 11동 앞,202301,286,213
송파구,4475. 송파파인타운 4단지 403동,202301,250,251
송파구,4478. 문정근린공원2,202301,605,603
송파구,4479. 문정중학교,202301,138,122
송파구,4480. 가락시장 남1문 사거리,202301,334,360
송파구,4481. 올림픽공원 북2문 2,202301,1444,1453
송파구,4483. 잠실나들목4,202301,386,387
송파구,4484. 잠실나루역4번출구뒤,202301,664,667
송파구,4485. 잠실나루역 고가하부,202301,384,227
송파구,4486. 홈플러스 잠실점,202301,853,854
송파구,4488. 문현중.고등학교 사이,202301,126,98
송파구,4490. 송파파인타운 10단지 1005동,202301,165,149
송파구,4491. 장지역 1번출구,202301,698,695
송파구,4493. 마천사거리 2,202301,251,275
송파구,4496. 잠실 파크리오 120동 앞,202301,651,639
송파구,4497. 아시아선수촌아파트 교차로,202301,394,401
송파구,4499. 세양청마루 101동 앞,202301,304,201
송파구,4852. 서울복합물류 게이트 1,202301,944,929
송파구,4854. 가락시장역 2번 출구,202301,690,676
송파구,4855. 거여5단지 503동 앞,202301,312,318
송파구,4856. 올림픽공원 서1문 앞,202301,349,353
송파구,4857. 올림픽공원 장미광장,202301,252,237
송파구,4859. 잠실나루 나들목,202301,551,562
송파구,4860. 가락쌍용2차아파트 103동,202301,377,370
송파구,4862. 성내교 남단,202301,195,162
송파구,4863. 잠실나들목5,202301,148,163
송파구,4864. 송파사거리,202301,1316,1355
송파구,4865. 한성백제역 1번출구 뒤,202301,1486,1545
송파구,4867. 가락대림아파트 앞,202301,424,407
송파구,4868. 석촌호수 서호 남단,202301,1654,1728
송파구,4869. 잠실나들목6,202301,155,176
송파구,4870. 몽촌토성역 3번 출구,202301,2142,2123
송파구,4871. 오금동 대림아파트 정문,202301,336,308
송파구,4872. 개롱역 3번 출구 뒤,202301,433,436
송파구,4873. 개롱역사거리 2번 출구,202301,514,500
송파구,4874. 탄천1교 하부보도,202301,269,311
송파구,4875. 위례포레샤인13단지,202301,398,405
송파구,4876. 삼전동주민센터 앞,202301,622,702
송파구,4879. 마천청소년센터,202301,106,106
송파구,4880. 송파청소년센터,202301,341,357
송파구,4881. 거여동사거리 송파둘레길 입구,202301,164,166
송파구,4882. 위례포레샤인18단지 1802동,202301,116,92
송파구,4883. 위례포레샤인18단지 1812동,202301,161,33
송파구,4884. H비즈니스파크,202301,646,727
송파구,4885. 가든파이브 리빙관,202301,208,163
송파구,4886. 배명고등학교 건너편,202301,395,419
송파구,4887. 호돌이상가,202301,358,416
송파구,4888. 둔촌오륜역 2번출구,202301,140,117
송파구,4889. 마천역 1번 출구 인근②,202301,197,183
송파구,4891. 위례포레나송파,202301,399,405
송파구,4892. 성내유수지 체육공원,202301,202,141
송파구,4893. 문정법조단지12,202301,1264,1403
송파구,4895. 위례포레샤인15단지 상가,202301,413,423
송파구,4896. 위례포레샤인15단지,202301,111,108
송파구,4897. 잠실주공5단지1,202301,1422,1368
송파구,5751. 송파여성축구장,202301,217,171
송파구,5752. 풍납백제문화공원 옆 인근,202301,1247,1302
송파구,5753. 호반써밋,202301,491,457
송파구,5756. 극동아파트,202301,498,501
송파구,5758. 올림픽선수기자촌아파트 123동 근처,202301,212,170
송파구,5759. 풍납근린공원,202301,437,418
송파구,5760. 풍납사거리 성내유수지,202301,466,460
송파구,5761. 버섯분수대,202301,376,363
송파구,5763. 세륜초등학교 건너편,202301,54,51
송파구,5764. 한국체육대학교,202301,223,214
송파구,5765. 삼전동주민센터 건너편,202301,498,521
송파구,5766. 북위례1,202301,171,94
송파구,5767. 북위례2,202301,73,62
양천구,4507. 신정제일시장,202301,469,463
양천구,4508. 유원목동아파트 103동 앞,202301,1801,1812
양천구,4509. 서울영상고교 입구,202301,1613,1623
양천구,4510. 신정네거리역 교차로,202301,613,626
양천구,4512. 목동13_14단지 사거리,202301,501,472
양천구,4514. 목동성당 앞,202301,1222,1185
양천구,4515. 동문굿모닝탑,202301,1673,1733
양천구,4516. 신진빌라,202301,324,317
양천구,4517. 성보하이드로빌딩,202301,485,534
양천구,4518. 청기와빌딩,202301,479,490
양천구,4519. 양원보도육교,202301,170,167
양천구,4520. 대성유니드아파트,202301,428,570
양천구,4522. 신곡시장,202301,659,1013
양천구,4523. 구립양천어르신요양센터,202301,24,16
양천구,4526. 목동아파트2단지 222동 앞,202301,658,675
양천구,4527. 목동신시가지아파트6단지,202301,793,890
양천구,4528. 양천구청역 1번출구,202301,658,665
양천구,4530. 방아다리어린이공원,202301,361,342
양천구,4531. 목동아파트 613동 앞,202301,1574,1564
양천구,4532. 목동현대아파트 후문 앞,202301,852,839
양천구,4535. 목동12단지 아파트,202301,1183,1188
양천구,4536. 양천해누리체육공원,202301,277,314
양천구,4537. 서울남부지방검찰청 후문 ,202301,706,653
양천구,4538. 양천공영차고지,202301,100,89
양천구,4539. 목동7단지아파트 A상가,202301,385,396
양천구,4540. 목동역 3번 출구,202301,2131,2230
양천구,4541. 갈산문화예술센터,202301,711,717
양천구,4542. 월정초 사거리,202301,247,290
양천구,4543. 오목교역 6번 출구,202301,988,1030
양천구,700. KB국민은행 염창역 지점 앞,202301,678,623
양천구,701. 목동사거리 부근,202301,1098,1143
양천구,702. 목4동주민센터 옆,202301,1107,1074
양천구,703. 오목교역 7번출구 앞,202301,2051,2306
양천구,704. 남부법원검찰청 교차로,202301,1533,1523
양천구,706. 신정네거리역,202301,518,456
양천구,708. 서울출입국관리사무소 앞,202301,2184,2273
양천구,709. 신정3동 현장민원실 앞,202301,508,438
양천구,710. 금옥여고보도육교,202301,257,188
양천구,711. 신일해피트리아파트 앞,202301,763,132
양천구,712. 강월초교입구 사거리,202301,332,518
양천구,713. 양서중학교 옆,202301,402,301
양천구,714. 한국SGI 양천문화회관 앞,202301,412,372
양천구,716.신정6동 주민센터 인근,202301,1053,1020
양천구,719. 홍익병원앞 교차로,202301,1115,1182
양천구,720. 서울강월초등학교 앞,202301,451,215
양천구,722. 경서농협 버스정류장(우리은행신정동지점방향),202301,733,791
양천구,723. SBS방송국,202301,1318,1339
양천구,724. 계남공원 입구 주출입구 좌측,202301,193,140
양천구,725. 양강중학교앞 교차로,202301,515,198
양천구,726. 목동3단지 시내버스정류장,202301,1704,1764
양천구,729. 서부식자재마트 건너편,202301,857,806
양천구,731. 서울시 도로환경관리센터,202301,982,1063
양천구,732. 신월중학교,202301,548,516
양천구,733. 신정이펜하우스314동,202301,335,141
양천구,734. 신트리공원 입구,202301,1613,1512
양천구,735. 영도초등학교,202301,1321,1372
양천구,736. 오솔길공원,202301,459,591
양천구,737. 장수공원,202301,420,422
양천구,739. 신월사거리,202301,746,812
양천구,740. 으뜸공원,202301,476,505
양천구,741. 화곡로 입구 교차로,202301,246,211
양천구,742. 등촌역 5번 출구 뒤,202301,483,499
양천구,743. 현대6차아파트 101동 옆,202301,312,369
양천구,744. 신목동역 2번 출구,202301,1477,1617
양천구,745. 강서초등학교,202301,351,402
양천구,746. 목동2단지 상가,202301,1900,2074
양천구,747. 목동3단지 상가,202301,1179,1203
양천구,748. 목동운동장,202301,394,484
양천구,749. 이대목동병원보도육교,202301,615,631
양천구,750. 연의근린공원 건너편,202301,319,496
양천구,752. 성원2차 아파트,202301,539,407
양천구,754. 목동1단지아파트 118동 앞,202301,1013,1031
양천구,755. 목동1단지아파트 상가 앞,202301,1530,1536
양천구,756. 목동주차장,202301,752,824
양천구,757. 신정이펜하우스 1단지아파트 입구 사거리,202301,385,273
양천구,758. 한사랑교회 앞,202301,627,606
양천구,759. 보아스아파트 앞,202301,414,487
양천구,760. 잣절보도육교 아래,202301,281,240
양천구,762. 오목로 무중력지대 앞,202301,177,182
양천구,763. 목동11단지 아파트,202301,616,596
양천구,764. 목동청소년수련관,202301,1961,1760
양천구,765. 오목교역 3번출구,202301,2956,3128
양천구,766. 신목동역 3번출구,202301,351,329
양천구,767.신정숲속마을아파트,202301,344,173
양천구,768.목동5단지아파트 501동,202301,1000,1057
양천구,769.CBS방송국 앞,202301,2408,2630
양천구,770.목동역5번출구 교통정보센터 앞,202301,2926,3187
양천구,771.목동아파트 703동 앞,202301,1355,1395
양천구,"773.염창역 3, 4번 출구 사이",202301,515,516
양천구,774.등촌역 4번 출구 ,202301,415,407
양천구,775.세종그랑시아 앞(102동),202301,663,382
양천구,776.목마공원,202301,339,255
양천구,777.신월6차보람아파트 앞,202301,655,743
양천구,779. 신정1동 주민센터 앞,202301,1595,1753
양천구,780.신정교 하부,202301,853,985
양천구,781.신정보도육교 아래,202301,1968,1948
양천구,782.서남병원 후문,202301,378,214
양천구,"785.양천구청, 보건소 사잇길",202301,2887,3031
양천구,786.목동아파트 8단지 상가동 앞,202301,1317,1325
양천구,787.양천아파트 입구,202301,1806,1702
양천구,788.양천구청역 2번출구 옆,202301,1539,1587
양천구,791.현대하이페리온,202301,1387,1410
양천구,792.목동트라팰리스 웨스턴에비뉴,202301,2794,2838
양천구,793.목동5단지아파트 534동,202301,1162,1072
양천구,794.양천문화회관,202301,1086,1105
양천구,795.양천 해누리타운,202301,1645,1693
양천구,796.목동아파트 14단지 B상가 앞,202301,863,855
양천구,797.목동아파트 1422동 1434동 사잇길,202301,1786,1802
영등포구,200. 국회의원회관,202301,60,51
영등포구,201. 진미파라곤 앞,202301,592,574
영등포구,202. 국민일보 앞,202301,1824,1782
영등포구,203. 국회의사당역 3번출구 옆,202301,1098,1083
영등포구,204. 국회의사당역 5번출구 옆,202301,586,519
영등포구,205. 산업은행 앞,202301,744,722
영등포구,206. KBS 앞,202301,1111,1025
영등포구,207. 여의나루역 1번출구 앞,202301,2495,2069
영등포구,209. 유진투자증권빌딩 앞,202301,1054,1125
영등포구,213. KT앞,202301,1430,990
영등포구,214. 금융감독원 앞,202301,858,830
영등포구,215. 여의도고교 앞,202301,446,451
영등포구,217. NH농협은행 앞,202301,1476,1532
영등포구,219. 롯데캐슬엠파이어 옆,202301,1196,1204
영등포구,220. 미성아파트 A동 앞,202301,750,648
영등포구,221. 여의도초교 앞,202301,581,583
영등포구,222. 시범아파트버스정류장 옆,202301,1393,1553
영등포구,223. 진주아파트상가 앞,202301,530,523
영등포구,224. 롯데캐슬 앞,202301,921,941
영등포구,225. 앙카라공원 앞,202301,1021,911
영등포구,226. 샛강역 1번출구 앞,202301,1092,916
영등포구,227. 양평2나들목 보행통로 입구,202301,625,741
영등포구,228. 선유도역 3번출구 앞,202301,1327,1346
영등포구,229. 양평1 보행육교 앞,202301,980,949
영등포구,230. 영등포구청역 1번출구,202301,3838,3744
영등포구,231. 남부고용노동지청 남측,202301,995,984
영등포구,232. 양평우림 이비즈센타 앞,202301,1213,1229
영등포구,233. 양평1동 YP센터 앞,202301,415,417
영등포구,234. 영등포구민체육센터 앞,202301,1119,1142
영등포구,235. 신길동 우리은행 옆,202301,563,521
영등포구,236. 문래동자이아파트 앞,202301,1180,1336
영등포구,238. 제2구민체육센타 앞,202301,1649,1663
영등포구,239. 유스호스텔 앞,202301,730,815
영등포구,240. 문래역 4번출구 앞,202301,1966,1914
영등포구,241. 신길우성1차아파트 앞 공원,202301,473,480
영등포구,242. 신길선원가와인아파트 앞,202301,693,357
영등포구,243. 이앤씨드림타워 앞,202301,1870,1909
영등포구,244. 영등포삼환아파트 앞,202301,941,864
영등포구,245. 삼성생명 당산사옥 앞,202301,1697,1659
영등포구,247. 당산역 10번출구 앞,202301,2589,2694
영등포구,248. 초원아파트 앞,202301,369,364
영등포구,249. 여의도중학교 옆,202301,427,420
영등포구,250. 대림아파트 사거리,202301,340,293
영등포구,251. 서울지방병무청 버스정류장,202301,442,343
영등포구,252. 보라매역4번출구,202301,922,1045
영등포구,254. 도림신협 앞,202301,693,734
영등포구,255. 도림사거리,202301,902,917
영등포구,256. 동아에코빌입구,202301,602,597
영등포구,258. 신길역3번출구,202301,1038,1059
영등포구,259. 대방역6번출구,202301,1504,1602
영등포구,260. 여의도 마리나선착장 앞,202301,164,141
영등포구,262. 영문초등학교 사거리,202301,2150,2169
영등포구,263. 근로자회관 사거리,202301,2075,2056
영등포구,264. 교보생명보험 앞,202301,717,695
영등포구,265. 영등포유통상가 사거리,202301,848,833
영등포구,266. 영등포청과시장 사거리,202301,707,687
영등포구,267. 삼성화재 사옥 옆,202301,774,756
영등포구,268. 그랜드컨벤션센터 앞,202301,1376,1381
영등포구,270. 증권거래소후문교차로,202301,855,892
영등포구,271. 샛강생태공원방문자센터 앞,202301,214,171
영등포구,272. 당산육갑문,202301,1454,1529
영등포구,275. 신동아아파트,202301,1251,1280
영등포구,276. 영등포로터리2,202301,1012,1006
영등포구,278. 쌍용플레티넘오피스텔,202301,1002,928
영등포구,279. 영등포 푸르지오 아파트,202301,860,836
영등포구,280. 양평동6차현대아파트 앞,202301,1394,1395
영등포구,281. 대림신동아아파트 앞,202301,613,608
영등포구,282. 신한은행 대림동지점,202301,339,345
영등포구,283. 아크로타워 스퀘어(영등포시장),202301,1662,1631
영등포구,284. 센트럴 푸르지오 시티 앞,202301,1052,1000
영등포구,285. 대림3동사거리(하나은행),202301,515,535
영등포구,286. 우성아파트 교차로,202301,567,586
영등포구,287. 영등포전화국사거리 (서강어린이공원),202301,1083,1160
영등포구,288. 쌍용예가(구청별관),202301,726,736
영등포구,289. 대림3동사거리,202301,665,728
영등포구,290. 당산동 SK V1 빌딩,202301,1218,1192
영등포구,291. 문래동 하이테크 시티,202301,1453,1462
영등포구,292. 영일 어린이공원,202301,710,704
영등포구,293. 충북 미래관,202301,1553,1441
영등포구,295.영등포공원 분수대 앞,202301,119,96
영등포구,296.KT플라자 영등포점,202301,992,984
영등포구,297.국회3문,202301,39,42
영등포구,298.KBS 연구동 건너편,202301,299,187
영등포구,299.여의도 순복음교회,202301,102,81
영등포구,3201.당산skv1센터,202301,896,959
영등포구,3202.당산롯데캐슬프레스티지,202301,1241,1236
영등포구,3203.도림동배드민턴체육관,202301,489,494
영등포구,3204.도림고가도로 밑,202301,588,588
영등포구,3205.문래현대2차,202301,679,686
영등포구,3206.문래동 주민센터,202301,696,720
영등포구,3207.양남사거리1,202301,427,403
영등포구,3211.신길 래미안 프레비뉴,202301,313,265
영등포구,3212.신풍역 6번출구,202301,922,1002
영등포구,3214.영등포 푸르지오,202301,611,548
영등포구,3215.강변삼성래미안,202301,659,581
영등포구,3219.영등포역 1번출구,202301,1874,1947
영등포구,3220.래미안에스티움 앞 (신풍로),202301,635,632
영등포구,3221.서울특별시 남부교육지원청,202301,284,219
영등포구,4552. 코레일유통본사,202301,749,736
영등포구,4553. 당산삼성2차아파트,202301,1326,1291
영등포구,4555. 대림우성2차아파트,202301,271,332
영등포구,4556. 리버뷰신안인스빌1차 후문,202301,823,832
영등포구,4557. 리버뷰신안인스빌2차 후문,202301,641,626
영등포구,4558. 대영중고 후문,202301,470,544
영등포구,4559. 신길역 2번출구,202301,850,654
영등포구,4560. 양평동성원아파트,202301,840,829
영등포구,4561. 양평역 1번출구,202301,1821,1754
영등포구,4563. 여의도 은하아파트,202301,369,374
영등포구,4564. 63스퀘어,202301,1002,1004
영등포구,4565. 영등포 신세계백화점,202301,2402,2423
영등포구,4566. 대림성원상떼빌아파트,202301,766,795
영등포구,4567. 한림대학교 강남성심병원 신관,202301,597,671
영등포구,4568. 영등포로터리,202301,852,854
영등포구,4569. 힐스테이트클래시안아파트,202301,522,546
영등포구,4571. 문래동롯데캐슬아파트,202301,2134,2151
영등포구,4573. 두산위브아파트,202301,352,302
영등포구,4574. 영등포시장역 포레나영등포,202301,1675,1668
영등포구,4575. 대림동 e편한세상영등포아델포레,202301,1049,1048
영등포구,4576.보라매sk뷰 108동 앞,202301,492,493
영등포구,4578.보라매sk뷰,202301,236,212
영등포구,4579. 국회의사당 본관,202301,205,136
영등포구,4580. 국회3문,202301,189,210
영등포구,4581. 국회소통관,202301,158,156
