field_1,EMD_KOR_NM,대중교통,자전거도로수용율,평균경사도,인구,추정교통량,안정성지수평균,자전거이용량,hierarchical,kmedoids,kmeans,total
269,정릉동,131,0.0,18.0,916611.416039861,46668.5,0.3875,85890,0,1,1,No
270,길음동,42,0.0,5.333333333333333,1229125.6942748611,22091.5,0.748953975,131688,0,1,2,No
271,종암동,60,0.0534977033393107,14.333333333333334,2065689.3758820836,19114.0,0.454332553,248160,0,1,1,No
272,하월곡동,49,0.0326305773950975,2.0,824466.0666083333,35579.5,0.5640625,265266,0,1,2,No
273,상월곡동,11,0.0300792726122118,4.666666666666667,336460.6208529167,9385.0,0.263888889,73104,0,3,1,No
274,장위동,98,0.0329303526299554,3.0,686003.3768941667,25563.0,0.770886076,195870,0,1,2,No
275,석관동,31,0.0665854905770025,3.333333333333333,542732.1816516666,18410.0,0.398543184,259364,0,1,1,No
276,미아동,155,0.0180645160206612,8.666666666666666,1544332.4312016666,46737.0,1.737160121,349886,3,2,0,Yes
277,번동,101,0.2061535585270401,5.333333333333333,507448.4,32563.0,1.584632517,411870,1,2,0,No
278,수유동,145,0.0279775951659061,2.333333333333333,1443263.590858125,37000.0,1.746076233,461670,3,2,0,Yes
279,우이동,19,0.0,18.33333333333333,195208.9311197917,2655.0,1.506024096,74458,3,2,0,Yes
280,쌍문동,92,0.041666543256432,5.666666666666667,1044138.7950704164,25837.0,0.351449275,303254,0,1,1,No
281,방학동,80,0.0838047829866331,3.6666666666666665,1355116.9535641666,18622.0,0.075630252,407238,0,3,1,No
282,창동,119,0.0948865500524069,1.0,2084316.7397141664,50088.0,0.220889203,937818,0,3,1,No
283,도봉동,82,0.1332781906017126,6.0,607179.9627658334,19285.0,0.228395062,252830,0,3,1,No
284,월계동,110,0.166037941542982,4.0,931963.7994016669,37104.0,0.345882353,774768,0,1,1,No
285,공릉동,101,0.2124029975706947,2.333333333333333,1961056.1416349995,28298.0,0.122205663,1009904,0,3,1,No
286,하계동,54,0.2686793200107896,1.6666666666666667,862669.3296404167,27701.0,0.152727273,454280,0,3,1,No
287,상계동,193,0.3050579759915117,31.33333333333333,3625248.892720209,120928.0,0.196655133,1891022,0,0,1,No
288,중계동,75,0.2201534096521804,3.6666666666666665,1199377.393860625,25716.0,0.285353535,1234820,0,1,1,No
289,수색동,21,0.0075873426111035,16.333333333333332,250339.50136916665,13649.0,0.569767442,418,0,1,2,No
290,녹번동,29,0.0195887241616546,18.666666666666668,725505.0295891666,12473.0,0.717041801,168182,0,1,2,No
291,불광동,66,0.0,11.0,957843.0028675,21986.0,0.507002801,267100,0,1,1,No
292,갈현동,63,0.0200173666513378,21.666666666666668,898843.71141125,19235.0,0.55033557,74168,0,1,2,No
293,구산동,34,0.0247430512627073,3.333333333333333,577373.1836341667,6296.0,0.878504673,102514,0,1,2,No
294,대조동,27,0.0352078085282851,0.6666666666666666,534368.0408970834,11832.0,0.89010989,91642,0,1,2,No
295,응암동,83,0.0663956510033869,11.666666666666666,1000120.9262266664,21624.0,0.464765101,634438,0,1,1,No
296,역촌동,50,0.1059782142739255,3.0,734946.8853670834,10687.0,0.574162679,308872,0,1,2,No
297,신사동,57,0.0020254138254667,17.0,651929.4453716666,16919.0,0.54245283,148368,0,1,2,No
298,증산동,12,0.0172682165053409,10.0,381406.0564216666,17515.0,2.421052632,108850,3,2,0,Yes
299,진관동,72,0.0881531566687007,11.0,683831.22882625,9653.0,0.516129032,350506,0,1,2,No
300,충정로2가,13,0.0,6.666666666666667,348477.9598241667,1867.4,0.452380952,34230,0,1,1,No
301,충정로3가,19,0.0,4.0,348477.9598241667,1867.4,0.482142857,46396,0,1,1,No
302,합동,0,0.0,6.666666666666667,348477.9598241667,1867.4,2.1,17924,3,2,0,Yes
303,미근동,3,0.0,2.333333333333333,348477.9598241667,1867.4,1.585365854,35412,3,2,0,Yes
304,냉천동,7,0.0,1.0,51955.50662691667,1853.0,0.0,0,0,3,1,No
305,천연동,7,0.0,7.0,51955.50662691667,1853.0,0.769230769,0,0,1,2,No
306,옥천동,1,0.0,16.333333333333332,51955.50662691667,1853.0,1.090909091,0,1,2,2,No
307,영천동,8,0.0,22.0,51955.50662691667,1853.0,2.333333333,0,3,2,0,Yes
308,현저동,15,0.0,13.0,51955.50662691667,1853.0,0.65,16836,0,1,2,No
309,북아현동,27,0.0,10.0,532393.4352770833,6767.9,0.428571429,61088,0,1,1,No
310,홍제동,76,0.0304456044404935,6.0,701970.2301525,60017.0,0.82781457,114418,0,1,2,No
311,대현동,9,0.0,7.0,390923.04685225,8001.3,1.64516129,21816,3,2,0,Yes
312,대신동,11,0.0,6.333333333333333,207007.57139933333,3100.8,0.666666667,26006,0,1,2,No
313,신촌동,4,0.0,7.333333333333333,207007.57139933333,3100.8,0.0,19178,0,3,1,No
314,봉원동,2,0.0,17.0,207007.57139933333,3100.8,0.0,0,0,3,1,No
315,창천동,22,0.0,4.666666666666667,207007.57139933333,3100.8,0.865921788,154988,0,1,2,No
316,연희동,59,0.0585993012126221,18.666666666666668,1819889.8777004168,21537.0,0.361151079,244550,0,1,1,No
317,홍은동,101,0.0554582979958704,18.0,1377846.5227116668,34405.0,0.940983607,274812,1,1,2,No
318,북가좌동,48,0.0877365586540466,6.333333333333333,774980.8953254166,17660.0,0.581560284,376230,0,1,2,No
319,남가좌동,41,0.0487008441939957,1.3333333333333333,774919.7798412499,15493.0,0.728706625,326846,0,1,2,No
320,아현동,23,0.0,14.0,1021995.3239319792,6595.333333333334,0.911357341,82848,1,1,2,No
321,공덕동,24,0.0,3.6666666666666665,1418455.4543117709,10487.833333333334,1.21978022,233972,1,2,2,No
322,신공덕동,9,0.0,6.333333333333333,473773.9846011458,2946.0,0.787234043,2118,0,1,2,No
323,도화동,41,0.0,4.0,1543690.952994549,14766.666666666666,0.691542289,173594,0,1,2,No
324,용강동,8,0.0352483668900273,1.3333333333333333,285564.85499340284,4062.6666666666665,0.788571429,90456,0,1,2,No
325,토정동,2,0.2680731237229304,11.0,285564.85499340284,4062.6666666666665,1.011904762,0,1,0,3,No
326,마포동,2,0.2759992573072161,4.333333333333333,1069916.9683934026,11820.666666666666,0.923076923,0,1,0,3,No
327,대흥동,25,0.0,4.666666666666667,734189.2305885971,11072.2,1.198473282,100818,1,2,2,No
328,염리동,14,0.0,10.333333333333334,1230246.3247040275,11604.5,1.017667845,57314,1,2,2,No
329,노고산동,16,0.0,10.666666666666666,1647502.1596231945,8500.333333333334,0.695652174,127802,0,1,2,No
330,신수동,22,0.0,1.6666666666666667,448624.37559519446,7009.533333333333,0.703971119,82616,0,1,2,No
331,현석동,1,0.193371444206315,2.6666666666666665,134177.54798575,3071.2,0.913043478,23418,1,0,2,No
332,구수동,5,0.0,2.0,134177.54798575,3071.2,0.375,0,0,1,1,No
333,창전동,39,0.0130446356376665,6.0,187660.79538483336,4188.4,0.422619048,121002,0,1,1,No
334,상수동,19,0.0489238734847504,4.666666666666667,187660.79538483336,4188.4,0.891373802,72576,0,1,2,No
335,하중동,3,0.4744032991255773,4.333333333333333,187660.79538483336,4188.4,0.954545455,0,1,0,3,No
336,신정동,2,0.4675568588172346,4.666666666666667,321838.3433705834,7259.599999999999,1.333333333,0,1,0,3,No
337,당인동,1,0.2851016171659954,3.333333333333333,187660.79538483336,4188.4,0.912751678,34676,1,0,3,No
338,서교동,56,0.0199361353217939,2.0,1333055.33201375,4562.0,0.65974026,310366,0,1,2,No
339,동교동,20,0.000417887941919,4.333333333333333,1333055.33201375,4562.0,0.5,356516,0,1,1,No
340,합정동,32,0.1355131461313138,1.3333333333333333,833160.0595833333,36856.0,1.036050157,237806,1,2,2,No
341,망원동,54,0.1229460926192578,0.0,1123116.0339741667,55297.0,0.649446494,440384,0,1,2,No
342,연남동,20,0.0557188490736333,0.3333333333333333,492470.4968579167,7621.0,0.974440895,217330,1,2,2,No
343,성산동,64,0.2801559110055305,1.3333333333333333,1081949.53574875,32150.0,0.644688645,689050,1,0,3,No
344,중동,8,0.0334485548594416,5.0,257255.99975125003,8165.0,0.716216216,37992,0,1,2,No
345,상암동,98,0.629143793851045,4.0,2238788.2148516667,24471.0,0.845386534,888328,2,0,3,No
346,신정동,169,0.2476006958941048,4.0,7665363.835778333,72924.0,0.835429769,2187268,1,0,2,No
347,목동,94,0.292272715095915,4.333333333333333,7295605.502902501,91443.0,1.206268222,2426798,1,0,3,No
348,신월동,83,0.0182715177353708,2.6666666666666665,2059819.8259604168,139512.0,0.960737656,602602,1,1,2,No
349,염창동,36,0.2929851871901985,2.6666666666666665,1118377.2103766666,12735.0,1.453551913,378962,1,2,0,No
350,등촌동,76,0.318624900541437,11.333333333333334,4038266.7660348606,47619.66666666666,1.137440758,1325118,1,0,3,No
351,화곡동,191,0.035836358611236,8.0,4726831.001240625,111670.0,1.227155013,1126444,1,2,2,No
352,가양동,45,0.6303252884041289,0.6666666666666666,2256882.010123194,52823.66666666667,1.41509434,724596,2,0,3,No
353,마곡동,81,0.1083847054287534,1.3333333333333333,1763287.4727307635,24634.0,1.27458256,4882848,1,2,0,No
354,내발산동,48,0.0693588277109585,2.0,630074.9894356249,10238.333333333334,0.738095238,827974,0,1,2,No
355,외발산동,23,0.0,2.0,168091.0922975,3805.3333333333335,1.2,66614,1,2,2,No
356,공항동,40,0.0269409915560476,2.0,979672.7933288194,5270.5,0.920826162,378850,0,1,2,No
357,방화동,84,0.1113488205560671,1.3333333333333333,1524054.958284028,26325.5,0.868181818,664308,1,1,2,No
358,개화동,11,0.1041795646894397,2.333333333333333,256058.86485562497,10183.5,0.530120482,18712,0,1,2,No
359,과해동,3,0.0,1.3333333333333333,663012.1982593749,2747.1666666666665,0.0,0,0,3,1,No
360,오곡동,0,0.0,0.3333333333333333,663012.1982593749,2747.1666666666665,2.5,0,3,2,0,Yes
361,오쇠동,2,0.0,2.0,663012.1982593749,2747.1666666666665,0.0,0,0,3,1,No
362,신도림동,44,0.2799388175933996,0.3333333333333333,1631126.2628237498,13309.0,1.462962963,506036,1,2,0,No
363,구로동,162,0.0955491539118762,5.333333333333333,11199929.351883331,58706.0,1.080814312,1846128,1,2,2,No
364,가리봉동,9,0.0,6.333333333333333,164114.04129999998,14274.0,1.199152542,28676,1,2,2,No
365,고척동,67,0.0784684968575867,4.666666666666667,1251420.459930417,17399.0,1.278181818,382742,1,2,0,No
366,개봉동,94,0.0452880913146236,10.0,1943004.6316,31136.0,1.039156627,352178,1,2,2,No
367,오류동,46,0.0841476761664096,9.0,820472.4092377084,17927.0,1.295744681,173824,1,2,0,No
368,궁동,25,0.2226323521814681,5.666666666666667,254319.4574883333,5069.5,2.208791209,20088,3,2,0,Yes
369,온수동,18,0.0319899960986406,4.666666666666667,254319.4574883333,5069.5,2.130434783,29960,3,2,0,Yes
370,천왕동,29,0.1398394170949095,10.333333333333334,285738.3624810417,0.0,1.173076923,232354,1,2,2,No
371,항동,31,0.0,5.666666666666667,135980.7,0.0,1.0,84056,1,2,2,No
372,가산동,107,0.1179372131367596,1.0,10941116.781779168,15666.0,1.044155844,759270,1,2,2,No
373,독산동,113,0.0732445300641196,2.0,2671963.0051366664,59799.0,0.888157895,624884,1,1,2,No
374,시흥동,138,0.0396269190510787,3.0,2633813.51216,76845.0,1.260450161,197880,1,2,2,No
375,영등포동,14,0.0,5.666666666666667,572523.9712288657,6189.555555555556,1.527777778,348754,3,2,0,Yes
376,영등포동1가,2,0.0,4.0,225296.8724261574,2299.555555555556,1.134615385,140806,1,2,2,No
377,영등포동2가,5,0.0,1.6666666666666667,225296.8724261574,2299.555555555556,1.535714286,72018,3,2,0,Yes
378,영등포동3가,7,0.0,0.3333333333333333,225296.8724261574,2299.555555555556,1.8,18186,3,2,0,Yes
379,영등포동4가,8,0.0,1.0,225296.8724261574,2299.555555555556,1.564220183,228364,3,2,0,Yes
380,영등포동5가,4,0.0,0.3333333333333333,225296.8724261574,2299.555555555556,1.296296296,0,1,2,0,No
381,영등포동6가,4,0.0,0.3333333333333333,225296.8724261574,2299.555555555556,1.9375,0,3,2,0,Yes
382,영등포동7가,11,0.0,3.0,225296.8724261574,2299.555555555556,1.366013072,218750,3,2,0,Yes
383,영등포동8가,9,0.0,0.6666666666666666,225296.8724261574,2299.555555555556,1.571428571,164194,3,2,0,Yes
384,여의도동,69,0.613640339133747,3.333333333333333,25862910.48181875,19535.0,1.207658321,1879470,2,0,3,No
385,당산동1가,5,0.0747360490574481,0.3333333333333333,435151.4340955556,3385.6666666666665,0.942446043,44080,1,1,2,No
386,당산동2가,9,0.1077330227827216,0.6666666666666666,435151.4340955556,3385.6666666666665,0.670886076,89538,0,1,2,No
387,당산동3가,9,0.0,0.0,435151.4340955556,3385.6666666666665,1.454022989,261288,3,2,0,Yes
388,당산동4가,6,0.0731706936575353,1.0,472490.5730947917,6256.5,0.857142857,422108,1,1,2,No
389,당산동5가,18,0.2443480772584326,1.0,472490.5730947917,6256.5,1.215686275,291362,1,0,2,No
390,당산동6가,6,0.0,0.3333333333333333,472490.5730947917,6256.5,1.1,143686,1,2,2,No
391,당산동,16,0.2992419811965875,1.3333333333333333,472490.5730947917,6256.5,1.702380952,125018,1,2,0,No
392,도림동,23,0.0020709151477011,1.6666666666666667,254789.2340345833,11505.0,1.438405797,177436,3,2,0,Yes
393,문래동1가,3,0.0342556503287868,3.333333333333333,1497889.422986389,2205.6666666666665,1.067307692,0,1,2,2,No
394,문래동2가,3,0.0620167879437451,11.333333333333334,1497889.422986389,2205.6666666666665,1.08,0,1,2,2,No
395,문래동3가,21,0.3079195136723808,4.333333333333333,1497889.422986389,2205.6666666666665,1.049808429,303734,1,0,3,No
396,문래동4가,2,0.0375190826295453,2.0,1497889.422986389,2205.6666666666665,0.782608696,75864,0,1,2,No
397,문래동5가,6,0.3639355224810947,2.6666666666666665,1497889.422986389,2205.6666666666665,0.976470588,95284,1,0,3,No
398,문래동6가,8,0.3727469905032222,0.3333333333333333,1497889.422986389,2205.6666666666665,1.259541985,271054,1,0,3,No
399,양평동1가,10,0.0848748122044839,0.0,561791.1249931944,5865.0,1.63372093,171392,3,2,0,Yes
400,양평동2가,7,0.2315950265870249,0.3333333333333333,561791.1249931944,5865.0,0.742857143,70264,1,0,2,No
401,양평동3가,13,0.0589934042802595,0.0,892907.576789375,10685.833333333332,0.823529412,329240,0,1,2,No
402,양평동4가,8,0.1170873240892259,4.0,331116.45179618057,4820.833333333333,1.207070707,198212,1,2,2,No
403,양평동5가,7,0.1181301938908585,0.6666666666666666,331116.45179618057,4820.833333333333,2.051470588,114364,3,2,0,Yes
404,양평동6가,4,0.0413636368080922,6.333333333333333,331116.45179618057,4820.833333333333,1.846153846,55622,3,2,0,Yes
405,양화동,7,0.8824157200657562,3.0,331116.45179618057,4820.833333333333,1.056603774,0,2,0,3,No
406,신길동,148,0.0190147997696891,0.6666666666666666,2104924.1017110418,81015.5,1.241690141,758518,1,2,2,No
407,대림동,65,0.0890723206953641,1.0,1942334.9675320836,46065.5,1.319236016,259878,1,2,0,No
408,양평동,0,0.5327631604805316,4.0,331116.45179618057,4820.833333333333,0.592592593,0,2,0,3,No
409,노량진동,40,0.0498411134936527,9.333333333333334,1044938.0739770832,31629.5,0.750965251,297032,0,1,2,No
410,상도동,133,0.0206426723330382,6.333333333333333,1386118.42829,22643.0,0.744897959,108462,0,1,2,No
411,상도1동,17,0.0586018034016956,13.0,463735.6259854167,8014.0,0.786516854,28376,0,1,2,No
412,본동,27,0.1394161724398084,11.666666666666666,423778.2095525,13371.5,0.5,115360,0,1,2,No
413,흑석동,48,0.0539805229744773,9.0,357298.3307329167,13827.0,0.704081633,130130,0,1,2,No
414,동작동,17,0.3576066381634388,7.333333333333333,229060.67345625,20699.0,0.786476868,45358,1,0,3,No
415,사당동,87,0.0353922186477483,2.333333333333333,1927951.7390408327,56101.0,1.551173709,332364,3,2,0,Yes
416,대방동,55,0.0611717409631393,4.333333333333333,1473100.9988704163,15640.0,1.538181818,269854,3,2,0,Yes
417,신대방동,44,0.1288600459656476,4.333333333333333,3609879.2981166663,28969.0,1.700344432,520870,3,2,0,Yes
418,봉천동,213,0.0765951695624815,11.666666666666666,6004206.541987083,140616.0,0.665472313,830686,0,1,2,No
419,신림동,278,0.0365620126608811,4.666666666666667,4298274.35260375,162995.0,0.656758958,1281926,0,1,2,No
420,남현동,9,0.1613826704336566,12.666666666666666,578813.746,36262.0,0.575471698,61352,0,1,2,No
421,방배동,159,0.0659078761922027,15.333333333333334,16153111.784428123,87595.5,0.632428467,527244,0,1,2,No
422,양재동,76,0.1772592197864624,8.0,5131798.535207083,26465.5,0.888030888,493718,1,0,2,No
423,우면동,39,0.0981953116200399,9.666666666666666,2283090.245695625,10316.5,1.052401747,127862,1,2,2,No
424,원지동,7,0.0048681396803642,9.666666666666666,2848708.2895114594,16149.0,0.467532468,10734,0,1,1,No
425,잠원동,40,0.1753747671515114,2.333333333333333,3300809.120674167,50462.0,0.262135922,482710,0,3,1,No
426,반포동,81,0.2052629973823761,0.6666666666666666,13121593.117348338,103858.0,0.505823627,366676,0,1,2,No
427,서초동,198,0.0325052805265483,3.333333333333333,22402365.09876271,79944.5,0.680150517,481078,0,1,2,No
428,내곡동,29,0.0,18.33333333333333,516657.7757581945,6232.0,1.0,44012,1,2,2,No
429,염곡동,12,0.0803156279056459,11.333333333333334,516657.7757581945,6232.0,0.591194969,28500,0,1,2,No
430,신원동,24,0.0977153275640838,11.333333333333334,516657.7757581945,6232.0,0.426900585,70782,0,1,1,No
431,역삼동,79,0.0471625535789778,5.0,27644158.914647914,32033.0,1.016545012,413196,1,2,2,No
432,개포동,80,0.3690183401145822,7.333333333333333,3564063.407699583,51850.0,0.93006993,364822,1,0,3,No
433,청담동,26,0.1512562567421778,7.666666666666667,7349985.407717917,25997.0,0.693121693,88864,0,1,2,No
434,삼성동,55,0.1082820225224001,5.333333333333333,22771959.20619292,43430.0,0.968978102,283086,1,2,2,No
435,대치동,70,0.2972840402813371,5.666666666666667,17304019.388984583,44189.0,0.939705882,409976,1,0,3,No
436,신사동,25,0.0872541998191564,4.0,4773623.762612292,27583.5,1.066213922,167498,1,2,2,No
437,논현동,52,0.0757809344915317,3.6666666666666665,12568452.64663708,31310.0,0.780665281,170416,0,1,2,No
438,압구정동,14,0.6381149794289716,15.0,4773623.762612292,27583.5,1.148760331,129422,2,0,3,No
439,세곡동,35,0.0451703424383067,4.666666666666667,130059.95310291664,5427.666666666667,0.710843373,46584,0,1,2,No
440,자곡동,20,0.2771407075723803,6.0,130059.95310291664,5427.666666666667,1.947368421,148522,3,2,0,Yes
441,율현동,11,0.2013247761518405,4.0,130059.95310291664,5427.666666666667,0.931034483,43710,1,0,2,No
442,일원동,43,0.4861610045787343,20.0,3089555.567571667,25842.5,0.948430493,182872,1,0,3,No
443,수서동,30,0.6116824817234326,6.333333333333333,4552291.508824583,38269.5,1.462311558,144858,2,0,3,No
444,도곡동,44,0.28944367191266,8.0,26877455.039064582,33810.0,1.171195652,239072,1,0,3,No
445,잠실동,54,0.573516757756383,7.0,6345171.855436667,81357.0,1.445876289,1301062,2,0,3,No
446,신천동,28,1.0261056898392142,1.0,6751405.408726666,33765.0,0.948198198,1071752,2,0,3,No
447,풍납동,32,0.2528346294302871,6.0,2971812.31443625,53663.0,1.455958549,578970,1,2,0,No
448,송파동,26,0.2155357372439427,1.0,2784046.5876537506,27438.0,1.452380952,440678,1,2,0,No
449,석촌동,22,0.1264825328009861,1.0,1144256.80494125,13701.0,1.148876404,336532,1,2,2,No
450,삼전동,14,0.1808027504241852,5.0,995920.2266341668,13062.0,1.984790875,221846,3,2,0,Yes
451,가락동,66,0.281658683279364,2.0,5243296.814367917,38009.0,1.19005102,657192,1,0,3,No
452,문정동,65,0.2732528193751561,1.6666666666666667,6034545.969027291,32139.0,1.336614173,822268,1,0,0,No
453,장지동,62,0.2741654072555938,2.0,3023736.8214739584,27415.0,1.695340502,386090,1,2,0,No
454,방이동,54,0.4099763870129831,0.6666666666666666,6711008.956100001,54687.0,1.473928158,1302236,1,0,3,No
455,오금동,39,0.2332272938061575,1.3333333333333333,3023228.689040833,9786.0,1.357043236,334966,1,2,0,No
456,거여동,45,0.0923334241634355,9.0,1104701.6547825,52477.0,1.593939394,393924,3,2,0,Yes
457,마천동,27,0.0312445342043495,3.333333333333333,496268.14133,28382.0,1.087040619,106744,1,2,2,No
458,명일동,38,0.5860927402155337,5.0,941598.1117979168,14621.0,0.720364742,274272,2,0,3,No
459,고덕동,41,0.2746368762904027,2.6666666666666665,625480.7003858334,46842.0,1.003021148,189934,1,0,3,No
460,상일동,59,0.4692901608172035,3.333333333333333,0.0,0.0,0.892116183,309086,1,0,3,No
461,길동,38,0.196372127981322,1.6666666666666667,1330056.55697375,15132.0,0.821571238,345832,1,0,2,No
462,둔촌동,41,0.1776260016145413,5.0,928151.0386179164,45593.0,0.592944369,295388,0,1,2,No
463,암사동,32,0.2410671363416509,2.333333333333333,1291689.0872616663,69951.0,0.690721649,287342,1,0,2,No
464,성내동,61,0.1764364503062154,0.3333333333333333,3045575.2247520834,40420.0,0.804034582,1236036,1,0,2,No
465,천호동,54,0.1471948354712143,2.333333333333333,1560990.8663483332,31903.0,0.708296943,719840,0,1,2,No
466,강일동,53,0.1325150903392664,4.333333333333333,508448.7730058333,26758.0,0.965116279,187902,1,2,2,No
